Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount,Ship_Speed
2009,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,11.25,6,Low (1-20%),2014,11,Nov,Fall,Profit,Medium (10-20%),Micro (<$50),1.41,0.16,0.84,Economy
2010,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424,8.75,6,Low (1-20%),2014,11,Nov,Fall,Profit,Low (0-10%),Medium ($200-500),166.53,14.57,66.61,Economy
2011,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24Lb.",24.896,4,0.2,7.78,31.25,6,Low (1-20%),2014,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.22,1.94,4.98,Economy
2012,CA-2015-155761,11/12/2015,11/12/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse Mx For Pc And Mac,159.984,2,0.2,35.9964,22.5,0,Low (1-20%),2015,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),79.99,18,32,Express
2013,CA-2015-155761,11/12/2015,11/12/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon Profile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,10,0,Low (1-20%),2015,12,Dec,Winter,Profit,Medium (10-20%),Micro (<$50),15.45,1.54,9.27,Express
2014,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,Anne Mcfarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair With 2-To-1 Synchro Tilt And Mesh Fabric Seat,350.98,1,0,84.2352,24,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Medium ($200-500),350.98,84.24,0,Economy
2015,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,Anne Mcfarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0,6.0168,46,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.54,3.01,0,Economy
2016,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,Anne Mcfarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.0104,13,5,No Discount,2016,9,Sep,Fall,Profit,Medium (10-20%),Large ($500-1K),225.02,29.25,0,Economy
2017,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,Gbc Imprintable Covers,17.568,2,0.2,6.3684,36.25,4,Low (1-20%),2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),8.78,3.18,3.51,Economy
2018,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters By Universal,14.62,2,0,6.8714,47,4,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),7.31,3.44,0,Economy
2019,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0,8.6736,26,4,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),8.34,2.17,0,Economy
2020,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 X 4 Forms, 2 Or 4 Forms Per Page",40.14,6,0,19.6686,49,4,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),6.69,3.28,0,Economy
2021,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0,481.869,30,2,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),XL (>$1K),178.47,53.54,0,Fast
2022,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0,7.668,45,2,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),5.68,2.56,0,Fast
2023,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,Jm Magazine Binder,49.53,3,0,23.7744,48,2,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),16.51,7.92,0,Fast
2024,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496,28,2,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Large ($500-1K),218.08,61.06,0,Fast
2025,US-2017-111241,20/08/2017,22/08/2017,Second Class,GM-14500,Gene Mcclure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,Gbc Recycled Regency Composition Covers,239.12,5,0.2,77.714,32.5,2,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),Medium ($200-500),47.82,15.54,47.82,Standard
2026,CA-2015-114237,13/03/2015,15/03/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish On Steel, Gray",141.96,2,0,39.7488,28,2,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Small ($50-200),70.98,19.87,0,Fast
2027,CA-2016-113516,08/09/2016,10/09/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" X 14-7/8""",33.024,2,0.2,11.5584,35,2,Low (1-20%),2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),16.51,5.78,6.6,Standard
2028,CA-2016-113516,08/09/2016,10/09/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers By Gbc,67.136,4,0.2,23.4976,35,2,Low (1-20%),2016,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),16.78,5.87,13.43,Standard
2029,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",14.73,3,0,6.9231,47,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),4.91,2.31,0,Economy
2030,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0,25.176,24,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),20.98,5.04,0,Economy
2031,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0,30.52,50,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),15.26,7.63,0,Economy
2032,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0,5.1465,47,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),3.65,1.72,0,Economy
2033,CA-2016-128923,09/12/2016,13/12/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872,35,4,Low (1-20%),2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),4.7,1.64,1.88,Economy
2034,CA-2016-128923,09/12/2016,13/12/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt Boston Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162,8.75,4,Low (1-20%),2016,12,Dec,Winter,Profit,Low (0-10%),Micro (<$50),9.33,0.82,1.87,Economy
2035,CA-2017-162481,25/09/2017,29/09/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,Office Supplies,Binders,Accohide Binder By Acco,8.26,2,0,3.8822,47,4,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),4.13,1.94,0,Economy
2036,CA-2017-162481,25/09/2017,29/09/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,0,51.2943,19,4,No Discount,2017,9,Sep,Fall,Profit,Medium (10-20%),Medium ($200-500),89.99,17.1,0,Economy
2037,CA-2015-119214,23/01/2015,27/01/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" X 4""",29.04,3,0,13.9392,48,4,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),9.68,4.65,0,Economy
2038,CA-2015-119214,23/01/2015,27/01/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,0,6.8714,47,4,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),7.31,3.44,0,Economy
2039,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,3,0.2,4.3326,36.25,5,Low (1-20%),2015,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),3.98,1.44,2.39,Economy
2040,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,7,0.7,-3.3264,-73.33,5,High (41%+),2015,6,Jun,Summer,Loss,Loss,Micro (<$50),0.65,-0.48,3.18,Economy
2041,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,2,0.7,-6.104,-66.67,5,High (41%+),2015,6,Jun,Summer,Loss,Loss,Micro (<$50),4.58,-3.05,6.41,Economy
2042,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,0.2,20.724,27.5,5,Low (1-20%),2015,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),15.07,4.14,15.07,Economy
2043,CA-2015-104493,02/10/2015,08/10/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,Gbc Personal Velobind Strips,57.504,6,0.2,20.1264,35,6,Low (1-20%),2015,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),9.58,3.35,11.5,Economy
2044,US-2017-158946,18/11/2017,23/11/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,Bic Liqua Brite Liner,38.864,7,0.2,7.7728,20,5,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),5.55,1.11,7.77,Economy
2045,CA-2014-129168,17/08/2014,23/08/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432,35,6,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),5.18,1.81,3.11,Economy
2046,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet Masterpiece Compact Power Control Center,162.64,2,0,45.5392,28,4,No Discount,2016,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),81.32,22.77,0,Economy
2047,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,Technology,Phones,Bose Soundlink Bluetooth Speaker,597,3,0,280.59,47,4,No Discount,2016,7,Jul,Summer,Profit,High (>=20%),Large ($500-1K),199,93.53,0,Economy
2048,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304,48,4,No Discount,2016,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),55.48,26.63,0,Economy
2049,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225,12.5,2,Low (1-20%),2015,7,Jul,Summer,Profit,Medium (10-20%),Medium ($200-500),41.4,5.18,57.96,Fast
2050,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,-80,2,High (41%+),2015,7,Jul,Summer,Loss,Loss,Micro (<$50),0.83,-0.67,1.75,Fast
2051,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,4,0.7,-4.752,-73.33,2,High (41%+),2015,7,Jul,Summer,Loss,Loss,Micro (<$50),1.62,-1.19,4.54,Fast
2052,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176,-21.43,2,Medium (21-40%),2015,7,Jul,Summer,Loss,Loss,Medium ($200-500),42.69,-9.15,102.45,Fast
2053,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,5,0.2,0.834,7.5,2,Low (1-20%),2015,7,Jul,Summer,Profit,Low (0-10%),Micro (<$50),2.22,0.17,2.22,Fast
2054,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6,0.2,3.4848,13.75,2,Low (1-20%),2015,7,Jul,Summer,Profit,Medium (10-20%),Micro (<$50),4.22,0.58,5.07,Fast
2055,CA-2016-136434,01/12/2016,07/12/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,Dax Cubicle Frames - 8X10,17.31,3,0,5.193,30,6,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),5.77,1.73,0,Economy
2056,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0,63.984,32,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),39.99,12.8,0,Fast
2057,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,Hon Gueststacker Chair,1586.69,7,0,412.5394,26,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),XL (>$1K),226.67,58.93,0,Fast
2058,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,84.99,1,0,30.5964,36,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),84.99,30.6,0,Fast
2059,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 X 96 Conference Tables,411.8,2,0,70.006,17,3,No Discount,2017,12,Dec,Winter,Profit,Medium (10-20%),Medium ($200-500),205.9,35,0,Fast
2060,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,0,5.2164,46,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),3.78,1.74,0,Economy
2061,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote With Clear Snap-On Lid, Black Granite",80.3,5,0,20.878,26,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),16.06,4.18,0,Economy
2062,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, Ezd Ring (Locking), Navy, 1 1/2""",15.968,2,0.2,5.3892,33.75,4,Low (1-20%),2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),7.98,2.69,3.19,Economy
2063,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,13,0,30.4278,47,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),4.98,2.34,0,Economy
2064,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",19.296,3,0.2,6.03,31.25,4,Low (1-20%),2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),6.43,2.01,3.86,Economy
2065,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0,12.1692,3,4,No Discount,2014,10,Oct,Fall,Profit,Low (0-10%),Medium ($200-500),101.41,3.04,0,Economy
2066,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147,-6.25,4,Low (1-20%),2014,10,Oct,Fall,Loss,Loss,Small ($50-200),48.78,-3.05,29.27,Economy
2067,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell Lto Ultrium - 800 Gb,251.91,9,0,47.8629,19,4,No Discount,2014,10,Oct,Fall,Profit,Medium (10-20%),Medium ($200-500),27.99,5.32,0,Economy
2068,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,3,0,3.717,30,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),4.13,1.24,0,Economy
2069,CA-2015-133452,13/04/2015,19/04/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,199.96,4,0,69.986,35,6,No Discount,2015,4,Apr,Spring,Profit,High (>=20%),Small ($50-200),49.99,17.5,0,Economy
2070,CA-2015-133452,13/04/2015,19/04/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394,-13.75,6,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Large ($500-1K),236.94,-32.58,142.17,Economy
2071,CA-2016-146521,21/07/2016,23/07/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,Gbc Instant Report Kit,1.941,1,0.7,-1.294,-66.67,2,High (41%+),2016,7,Jul,Summer,Loss,Loss,Micro (<$50),1.94,-1.29,1.36,Standard
2072,US-2017-110996,20/11/2017,25/11/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137,-16.25,5,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),56.78,-9.23,56.78,Economy
2073,CA-2016-129693,26/11/2016,02/12/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,7.312,2,0.2,2.5592,35,6,Low (1-20%),2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),3.66,1.28,1.46,Economy
2074,CA-2017-122504,07/11/2017,12/11/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0,13.7931,23,5,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),19.99,4.6,0,Standard
2075,CA-2017-122504,07/11/2017,12/11/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics Cs 50-Usb - Headset - Convertible, Monaural",761.544,7,0.2,66.6351,8.75,5,Low (1-20%),2017,11,Nov,Fall,Profit,Low (0-10%),Large ($500-1K),108.79,9.52,152.31,Standard
2076,CA-2014-131051,01/12/2014,05/12/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",58.2,3,0,28.518,49,4,No Discount,2014,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),19.4,9.51,0,Economy
2077,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",39.9,5,0,19.95,50,3,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),7.98,3.99,0,Fast
2078,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494,29,3,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),12.98,3.76,0,Fast
2079,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0,45.528,48,3,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),18.97,9.11,0,Fast
2080,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper With Letter-Trim Perforations,106.232,7,0.2,37.1812,35,5,Low (1-20%),2015,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),15.18,5.31,21.25,Economy
2081,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,111.984,2,0.2,11.1984,10,5,Low (1-20%),2015,12,Dec,Winter,Profit,Medium (10-20%),Small ($50-200),55.99,5.6,22.4,Economy
2082,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,22.5,5,Low (1-20%),2015,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),3.86,0.87,1.54,Economy
